make,model,year,esc_consensus,T_assign,v2_action
MAZDA,MX-5,2005,not_found,,carried
GMC,SAVANA,2008,ambiguous,,carried
VOLVO,C70,2009,Standard,1.0,carried
TOYOTA,PRIUS V,2004,Optional,,carried
FORD,THUNDERBIRD,2005,No,0.0,carried
AUDI,ALLROAD,2003,Standard,1.0,carried
AUDI,A3,2008,Standard,1.0,rescued
DODGE,VIPER,2004,No,0.0,carried
LEXUS,SC,2010,not_found,,rescue_failed
JAGUAR,XJ,2003,No,0.0,rescued
SATURN,LW2,2001,not_found,,carried
SPRINTER (DODGE OR FREIGHTLINER),SPRINTER,2004,not_found,,carried
FORD,TRANSIT,2000,not_found,,carried
DODGE,RAM VAN,2000,No,0.0,carried
MITSUBISHI,ECLIPSE,2010,Standard,1.0,carried
GMC,SAVANA,2003,No,0.0,carried
FORD,F-450,2000,not_found,,carried
ISUZU,I-370,2008,No,0.0,carried
LAND ROVER,RANGE ROVER SPORT,2010,Standard,1.0,carried
FORD,E-350,2000,not_found,,carried
CHEVROLET,EQUINOX,2002,not_found,,carried
CHEVROLET,TRAVERSE,2007,not_found,,carried
LEXUS,NX,2000,not_found,,rescue_failed
BMW,325XIT,2003,not_found,,carried
CHEVROLET,GMT-400,2003,not_found,,carried
SUZUKI,EQUATOR,2010,Optional,,carried
FORD,F-550,2000,not_found,,carried
CHEVROLET,SSR,2005,No,0.0,carried
CHEVROLET,CRUZE,2003,not_found,,carried
SATURN,LW1,2000,not_found,,carried
LOTUS,ELISE,2009,not_found,,carried
SATURN,LW300,2004,not_found,,carried
YAMAHA,YFM700 (RAPTOR 700),2006,not_found,,carried
BENTLEY,CONTINENTAL,2010,not_found,,carried
MITSUBISHI,ECLIPSE SPYDER,2005,No,0.0,carried
DODGE,GRAND CARAVAN,2007,No,0.0,carried
MERCURY,MONTEREY,2007,Optional,,carried
WORKHORSE,P42,2005,not_found,,carried
FORD,E-150,2009,Standard,1.0,carried
INFINITI,FX45,2005,not_found,,carried
DODGE,RAM WAGON,2002,No,0.0,carried
MITSUBISHI FUSO,FH210,2004,not_found,,carried
VOLKSWAGEN,TIGUAN,2006,not_found,,carried
BMW,M6,2010,not_found,,rescue_failed
BMW,325CIC,2006,not_found,,carried
AUDI,ALLROAD,2001,not_found,,carried
PORSCHE,911,2006,Standard,1.0,carried
VOLKSWAGEN,JETTA SPORTWAGEN,2010,Standard,1.0,carried
AUDI,S8,2008,Standard,1.0,rescued
SUBARU,BAJA,2004,No,0.0,carried
TOYOTA,COROLLA MATRIX,2001,No,0.0,carried
GMC,SAVANA,2001,not_found,,carried
FORD,F-550,2009,not_found,,carried
VOLVO,V50,2008,Standard,1.0,carried
INFINITI,FX45,2007,not_found,,carried
CHEVROLET,BLAZER,2010,not_found,,carried
LEXUS,LX,2009,not_found,,rescue_failed
LOTUS,ELISE,2005,not_found,,carried
MITSUBISHI FUSO,FE84D,2007,not_found,,carried
JAGUAR,XJ8,2000,not_found,,carried
TOYOTA,SEQUOIA,2009,Standard,1.0,carried
VOLKSWAGEN,JETTA SPORTWAGEN,2009,Standard,1.0,carried
SATURN,LS,2001,not_found,,rescue_failed
VOLKSWAGEN,R32,2004,Standard,1.0,carried
BMW,X5,2000,not_found,,rescue_failed
MERCEDES-BENZ,SPRINTER,2010,not_found,,carried
INTERNATIONAL,MA025,2007,not_found,,carried
DODGE,RAM WAGON,2000,No,0.0,carried
VOLKSWAGEN,EUROVAN,2001,not_found,,carried
ISUZU,NPR/NPR-HD,2002,not_found,,carried
ISUZU,NPR/NPR-HD,2003,not_found,,carried
PORSCHE,BOXSTER,2007,Standard,1.0,carried
NISSAN,ROGUE,2007,not_found,,carried
VOLVO,C70,2002,Optional,,carried
ISUZU,NPR,2006,not_found,,carried
BUICK,REGAL,2007,not_found,,carried
HONDA,INSIGHT,2005,No,0.0,carried
GMC,C4,2006,not_found,,rescue_failed
AUDI,Q5,2008,not_found,,rescue_failed
AUDI,A3,2009,Standard,1.0,rescued
JAGUAR,VANDEN PLAS,2003,not_found,,carried
SATURN,VUE,2001,not_found,,carried
DODGE,DART,2004,not_found,,carried
CHEVROLET,HHR,2000,not_found,,carried
